5,0,234,360,0.62,1
6,0,233,361,0.53,1
7,0,234,360,0.54,1
8,0,240,360,0.32,1
9,0,412,454,0.74,1
10,0,438,456,0.63,1
11,0,412,450,0.56,1
12,0,443,446,0.61,2
12,1,706,482,0.96,2
13,0,440,446,0.71,2
13,1,706,481,0.96,2
14,0,440,448,0.69,2
14,1,705,484,0.97,2
15,0,409,454,0.54,2
15,1,713,481,0.96,2
16,0,437,446,0.37,2
16,1,712,483,0.96,2
17,1,713,481,0.97,1
18,0,440,406,0.47,2
18,1,713,486,0.97,2
19,0,400,450,0.48,2
19,1,710,486,0.97,2
20,0,412,403,0.35,2
20,1,712,490,0.97,2
21,0,412,406,0.52,2
21,1,704,492,0.97,2
22,0,404,405,0.46,2
22,1,702,493,0.94,2
23,1,668,494,0.76,1
24,1,659,492,0.97,1
25,1,656,485,0.89,1
26,0,401,450,0.37,1
27,1,608,485,0.88,1
28,1,584,489,0.82,1
29,1,576,485,0.88,1
30,1,572,482,0.82,1
31,1,576,400,0.65,1
32,0,494,451,0.51,2
32,1,577,396,0.51,2
34,0,488,446,0.46,1
36,0,490,449,0.58,1
37,0,409,448,0.53,1
38,0,404,452,0.66,1
39,0,364,459,0.97,1
40,0,362,452,0.98,1
41,0,358,449,0.96,1
42,0,357,446,0.93,1
43,0,354,442,0.84,1
44,0,326,440,0.89,1
45,0,322,441,0.79,1
46,0,320,435,0.83,1
48,0,317,438,0.61,1
49,0,316,412,0.55,1
50,2,783,485,0.77,1
51,2,778,485,0.83,1
52,0,398,444,0.56,2
52,2,756,486,0.8,2
53,2,756,482,0.84,1
54,0,452,447,0.64,2
54,2,756,490,0.88,2
55,2,752,490,0.65,1
56,2,750,492,0.65,1
57,0,526,442,0.72,2
57,2,738,451,0.88,2
58,2,710,490,0.36,1
59,2,712,484,0.32,1
60,0,619,442,0.58,2
60,2,705,496,0.7,2
62,0,621,445,0.79,1
63,0,658,482,0.63,1
64,0,701,452,0.84,1
65,0,738,456,0.92,2
65,1,572,492,0.41,2
66,0,744,458,0.99,2
66,1,564,446,0.75,2
67,0,744,460,0.98,2
67,1,529,445,0.73,2
68,0,744,462,0.98,2
68,1,495,450,0.79,2
69,1,481,403,0.87,1
70,0,739,474,0.96,2
70,1,448,404,0.83,2
71,0,736,477,0.99,2
71,1,409,407,0.42,2
72,0,736,482,0.98,2
72,1,364,454,0.34,2
73,0,737,479,0.98,2
73,1,354,403,0.43,2
74,0,742,486,0.99,1
75,0,754,490,0.98,1
76,0,758,490,0.98,1
77,0,755,493,0.99,1
79,0,738,492,0.99,1
80,0,714,493,0.96,1
81,0,701,492,0.98,1
82,0,670,492,0.97,1
83,0,661,482,0.97,1
84,0,652,482,0.97,1
85,0,628,485,0.95,1
86,0,628,485,0.96,1
87,0,625,483,0.97,1
88,0,617,484,0.97,1
90,2,567,620,0.35,1
91,0,579,440,0.76,1
93,0,530,458,0.76,1
94,0,492,452,0.68,1
95,0,483,458,0.87,2
95,2,714,456,0.94,2
96,0,443,458,0.98,2
96,2,741,455,0.62,2
97,0,436,459,0.97,2
97,2,751,479,0.9,2
98,0,411,450,0.98,1
99,0,412,452,0.97,2
99,2,752,482,0.8,2
100,0,410,442,0.96,1
101,0,404,444,0.95,2
101,2,744,482,0.96,2
102,0,400,440,0.89,2
102,2,742,484,0.93,2
103,0,397,438,0.85,2
103,2,736,484,0.93,2
104,2,701,494,0.95,1
105,2,665,486,0.96,1
106,0,364,410,0.83,2
106,2,646,482,0.9,2
107,2,625,490,0.94,1
108,2,615,411,0.81,1
109,0,406,408,0.45,2
109,2,609,412,0.78,2
110,2,568,497,0.36,1
111,0,484,416,0.52,2
111,2,561,402,0.55,2
112,0,488,411,0.41,1
113,0,530,435,0.41,1
114,0,574,434,0.47,1
