4,0,227,364,0.33,1
5,0,214,367,0.33,1
6,0,202,366,0.42,1
7,0,197,365,0.49,1
8,0,194,362,0.51,1
10,1,388,432,0.63,1
12,1,397,420,0.58,2
12,2,711,488,0.98,2
13,2,712,487,0.98,1
14,2,712,487,0.98,1
15,2,711,488,0.99,1
16,2,711,487,0.99,1
17,2,702,487,0.99,1
18,2,696,486,0.98,1
19,2,681,485,0.98,1
20,1,396,441,0.42,2
20,2,670,484,0.97,2
21,2,661,484,0.98,1
22,1,404,424,0.57,2
22,2,655,484,0.98,2
23,2,638,483,0.96,1
24,2,628,481,0.98,1
25,2,616,478,0.96,1
26,2,594,478,0.98,1
27,2,576,476,0.89,1
32,2,484,448,0.87,1
33,2,432,451,0.93,1
34,2,408,448,0.71,1
35,2,374,446,0.96,1
36,2,358,442,0.84,1
37,2,340,439,0.92,1
38,1,696,445,0.71,2
38,2,324,423,0.79,2
39,2,316,419,0.6,1
40,2,310,417,0.68,1
41,2,308,415,0.52,1
42,2,316,432,0.33,1
43,1,776,478,0.87,1
44,1,785,462,0.76,1
45,1,788,456,0.5,1
48,1,721,484,0.67,1
49,1,704,491,0.83,1
53,2,612,456,0.51,1
54,2,641,460,0.33,1
55,2,687,464,0.97,1
56,2,712,468,0.94,1
57,2,729,470,0.97,1
58,2,738,472,0.98,1
60,2,740,476,0.95,1
61,2,742,482,1.0,1
62,2,746,484,0.99,1
63,2,750,486,1.0,1
64,2,753,486,0.99,1
65,2,758,488,0.99,1
66,2,758,488,0.99,1
67,2,746,492,0.99,1
68,2,724,494,0.99,1
69,2,704,494,0.96,1
70,2,684,496,0.97,1
72,2,641,495,0.92,1
73,2,622,490,0.96,1
74,2,600,488,0.92,1
75,2,589,486,0.92,1
76,2,582,487,0.91,1
80,2,508,470,0.69,1
81,2,471,464,0.87,1
82,2,449,464,0.93,1
83,2,420,458,0.96,1
84,2,406,451,0.96,1
85,2,379,444,0.63,1
86,2,362,442,0.8,2
86,3,817,455,0.54,2
87,2,352,440,0.81,2
87,3,828,475,0.9,2
88,2,326,424,0.64,1
89,2,315,418,0.63,1
90,2,312,418,0.44,1
91,2,294,430,0.45,1
