6,0,366,486,0.54,1
7,0,369,483,0.94,1
8,0,369,482,0.97,1
14,1,785,500,0.93,1
15,1,785,500,0.92,1
16,1,787,500,0.95,1
17,1,786,500,0.97,1
18,1,790,500,0.96,1
19,1,791,499,0.96,1
20,1,788,500,0.95,1
21,1,784,513,0.56,1
22,1,766,508,0.83,1
23,1,724,502,0.96,1
24,1,700,496,0.93,1
25,1,676,493,0.96,1
26,1,662,489,0.88,1
27,1,656,486,0.88,1
28,1,636,484,0.81,1
29,1,620,486,0.83,1
30,1,606,486,0.94,1
46,2,786,498,0.98,1
47,2,782,498,0.89,1
48,2,778,502,0.89,1
49,2,776,504,0.92,1
50,2,775,506,0.94,1
51,2,760,506,0.95,1
52,2,746,515,0.89,1
53,2,736,518,0.82,1
54,2,716,522,0.65,1
65,3,788,457,0.97,1
66,3,789,470,0.97,1
67,3,789,475,0.98,1
68,3,792,482,0.98,1
69,3,795,484,0.99,1
70,3,797,488,0.99,1
71,3,798,490,0.99,1
72,3,802,494,0.95,1
73,3,802,495,0.98,1
74,3,797,492,0.94,1
75,3,767,496,0.95,1
76,3,751,501,0.97,1
77,3,716,496,0.92,1
78,3,683,496,0.86,1
79,3,664,497,0.94,1
80,3,656,498,0.9,1
81,3,630,500,0.94,1
85,3,550,496,0.81,1
86,3,526,495,0.65,1
94,4,439,452,0.91,1
95,4,445,444,0.84,1
96,4,480,440,0.62,1
