12,0,328,448,0.42,2
12,1,711,514,0.9,2
13,0,330,423,0.42,2
13,1,716,501,0.83,2
14,0,327,436,0.36,2
14,1,712,494,0.9,2
15,0,323,448,0.57,2
15,1,707,490,0.86,2
16,0,322,456,0.57,2
16,1,709,491,0.89,2
17,0,316,456,0.32,2
17,1,694,492,0.94,2
18,1,682,491,0.95,1
19,1,665,496,0.93,1
20,0,332,443,0.39,2
20,1,654,494,0.94,2
21,0,333,454,0.87,2
21,1,640,494,0.95,2
22,0,345,458,0.68,2
22,1,634,497,0.96,2
23,0,356,450,0.32,2
23,1,626,498,0.94,2
24,0,362,456,0.53,2
24,1,614,498,0.9,2
25,0,376,454,0.38,2
25,1,613,494,0.86,2
26,0,386,459,0.43,2
26,1,608,492,0.93,2
27,0,405,458,0.62,2
27,1,608,490,0.88,2
28,0,417,454,0.5,2
28,1,605,490,0.86,2
29,0,430,454,0.54,2
29,1,600,490,0.86,2
30,0,448,462,0.59,2
30,1,592,487,0.67,2
31,0,486,466,0.66,2
31,1,592,480,0.45,2
32,0,500,476,0.52,2
32,1,587,472,0.61,2
33,0,498,480,0.78,2
33,1,582,474,0.35,2
34,0,512,478,0.7,1
35,0,518,478,0.36,1
36,0,534,472,0.71,1
37,1,542,461,0.74,1
38,0,560,468,0.69,1
39,0,544,472,0.32,2
39,1,580,480,0.77,2
40,0,582,478,0.75,1
41,0,557,478,0.65,2
41,1,608,477,0.68,2
42,0,556,472,0.48,2
42,1,626,464,0.71,2
43,0,628,466,0.93,2
43,2,428,477,0.79,2
44,1,670,466,0.94,2
44,2,424,466,0.64,2
45,1,692,459,0.72,2
45,2,405,466,0.7,2
46,1,714,462,0.59,2
46,2,398,458,0.64,2
47,1,736,474,0.56,2
47,2,386,464,0.76,2
48,1,750,488,0.79,2
48,2,376,464,0.87,2
49,1,768,489,0.88,2
49,2,369,470,0.92,2
50,0,761,490,0.94,2
50,2,360,471,0.94,2
51,1,773,494,0.94,2
51,2,361,467,0.82,2
52,1,777,494,0.95,2
52,2,362,461,0.74,2
53,1,780,498,0.81,2
53,2,348,466,0.78,2
54,1,782,500,0.77,2
54,2,356,463,0.8,2
55,1,782,500,0.55,2
55,2,350,466,0.89,2
56,1,784,502,0.74,2
56,2,346,462,0.9,2
57,1,784,506,0.74,2
57,2,340,462,0.85,2
58,1,784,506,0.89,2
58,2,340,454,0.79,2
59,1,784,504,0.94,2
59,2,340,451,0.87,2
60,1,786,504,0.95,2
60,2,346,460,0.77,2
61,1,790,502,0.89,2
61,2,344,462,0.85,2
62,1,792,500,0.8,2
62,2,350,456,0.92,2
63,0,790,488,0.8,2
63,2,362,476,0.91,2
64,1,793,498,0.81,2
64,2,372,475,0.97,2
65,0,790,493,0.93,2
65,2,384,472,0.97,2
66,0,784,497,0.94,2
66,2,393,466,0.98,2
67,0,778,496,0.94,2
67,2,414,470,0.94,2
68,0,770,496,0.97,2
68,2,430,462,0.89,2
69,0,762,498,0.97,2
69,2,445,462,0.36,2
70,0,750,502,0.96,2
70,2,478,464,0.67,2
71,0,734,503,0.91,2
71,2,493,466,0.5,2
72,0,722,504,0.92,3
72,1,684,494,0.38,3
72,2,508,458,0.44,3
73,0,707,496,0.49,2
73,2,534,476,0.37,2
74,0,698,500,0.45,2
74,2,550,462,0.37,2
75,2,558,452,0.35,1
76,2,580,462,0.52,1
77,1,626,514,0.39,2
77,2,585,465,0.52,2
78,0,628,508,0.78,2
78,2,585,460,0.33,2
79,2,610,466,0.79,1
80,2,626,460,0.6,1
81,2,638,455,0.59,1
82,1,618,482,0.64,2
82,2,650,455,0.75,2
83,0,692,466,0.55,2
83,2,666,424,0.34,2
84,0,694,444,0.61,3
84,1,561,488,0.38,3
84,2,653,452,0.5,3
85,0,702,444,0.63,3
85,1,547,488,0.56,3
85,2,650,458,0.31,3
86,0,712,444,0.51,2
