86,1,530,490,0.79,2
87,0,724,430,0.43,2
87,1,508,488,0.87,2
88,0,742,448,0.69,2
88,1,494,488,0.84,2
89,1,478,481,0.43,1
90,0,762,464,0.65,1
91,0,770,482,0.84,1
92,0,776,481,0.94,1
93,0,779,486,0.92,2
93,1,406,500,0.7,2
94,0,782,492,0.97,2
94,1,377,506,0.54,2
95,0,780,493,0.96,1
96,0,780,497,0.97,1
97,0,776,498,0.97,1
98,0,774,496,0.96,2
98,1,350,488,0.7,2
99,0,767,496,0.98,2
99,1,334,482,0.58,2
100,0,764,491,0.94,2
100,1,326,476,0.77,2
101,0,756,496,0.98,2
101,1,318,462,0.54,2
102,0,746,504,0.97,1
103,0,744,496,0.98,1
104,0,744,494,0.97,2
104,1,302,432,0.38,2
105,0,740,493,0.99,2
105,1,282,460,0.34,2
106,1,276,456,0.46,2
106,2,718,508,0.97,2
107,0,734,492,0.98,2
107,1,282,456,0.54,2
108,1,282,452,0.48,2
108,2,714,500,0.91,2
109,1,278,450,0.46,2
109,2,711,494,0.96,2
110,1,262,430,0.44,2
110,2,696,494,0.96,2
111,1,270,448,0.7,2
111,2,680,483,0.93,2
112,2,663,488,0.91,1
113,1,294,426,0.36,2
113,2,649,484,0.94,2
114,1,304,424,0.57,2
114,2,630,488,0.95,2
115,2,608,487,0.89,1
116,2,585,484,0.67,1
117,2,574,488,0.9,1
118,0,588,494,0.89,1
119,0,576,486,0.71,1
122,2,505,462,0.4,1
124,2,533,440,0.31,1
125,0,444,467,0.41,1
126,0,436,467,0.71,2
126,2,604,440,0.42,2
127,0,442,470,0.87,1
128,0,442,462,0.95,2
128,2,666,460,0.33,2
129,0,427,470,0.95,2
129,2,702,466,0.38,2
130,0,419,474,0.95,1
131,0,410,474,0.97,1
132,0,398,474,0.89,2
132,2,760,466,0.38,2
133,0,387,472,0.96,2
133,2,766,474,0.42,2
134,0,378,461,0.96,2
134,2,778,486,0.58,2
135,0,373,460,0.95,2
135,2,790,485,0.6,2
136,0,371,456,0.94,2
136,2,792,488,0.73,2
137,0,364,458,0.97,2
137,2,800,482,0.77,2
138,0,368,455,0.94,2
138,2,804,483,0.58,2
139,0,366,452,0.96,2
139,2,806,474,0.56,2
140,0,368,452,0.86,2
140,2,797,484,0.51,2
141,0,383,459,0.94,2
141,2,789,498,0.79,2
142,0,392,446,0.92,2
142,2,786,494,0.84,2
143,0,406,450,0.88,2
143,2,780,491,0.78,2
144,0,418,444,0.51,2
144,2,779,486,0.55,2
145,0,432,432,0.51,2
145,2,766,493,0.65,2
146,0,452,434,0.36,2
146,2,760,494,0.69,2
147,0,468,431,0.35,2
147,2,754,495,0.72,2
148,0,469,461,0.36,2
148,2,744,495,0.58,2
149,0,487,474,0.52,2
149,2,731,503,0.63,2
150,0,498,478,0.4,2
150,2,720,486,0.41,2
151,0,522,452,0.42,2
151,2,710,502,0.45,2
152,0,554,454,0.62,2
152,2,700,488,0.34,2
154,0,584,439,0.57,1
155,0,608,430,0.6,1
156,0,626,440,0.87,1
157,0,640,446,0.69,1
158,0,652,437,0.63,1
159,0,666,425,0.74,2
159,2,620,488,0.4,2
160,0,688,438,0.81,1
161,0,701,449,0.98,1
162,0,716,458,0.98,2
162,2,560,480,0.71,2
163,0,724,450,0.98,2
163,2,540,475,0.71,2
164,0,729,460,0.98,2
164,2,516,474,0.71,2
165,0,732,464,0.98,2
165,2,506,476,0.72,2
166,0,740,468,0.99,2
166,2,489,477,0.52,2
167,0,744,469,0.98,2
167,2,486,468,0.54,2
168,0,750,471,0.98,2
168,2,478,462,0.5,2
169,0,758,470,0.98,2
169,2,467,439,0.44,2
170,0,766,473,0.97,2
170,2,453,439,0.65,2
171,0,767,472,0.96,2
171,2,442,430,0.4,2
172,0,770,482,0.92,1
173,0,770,484,0.94,2
173,3,404,476,0.56,2
174,0,764,488,0.94,2
174,3,396,476,0.61,2
175,0,760,492,0.97,2
175,3,385,464,0.56,2
176,0,755,496,0.97,2
176,3,376,470,0.61,2
177,0,746,498,0.97,2
177,3,373,462,0.43,2
178,0,736,502,0.93,2
178,3,360,464,0.61,2
179,0,722,511,0.81,2
179,3,347,460,0.75,2
180,0,714,500,0.59,2
180,3,340,462,0.7,2
181,0,696,493,0.59,2
181,3,326,458,0.41,2
182,0,683,490,0.67,2
182,3,314,452,0.61,2
183,0,658,500,0.64,3
183,2,328,388,0.41,3
183,3,298,476,0.41,3
184,0,642,502,0.71,2
184,3,298,465,0.48,2
185,0,632,509,0.75,2
185,3,278,478,0.3,2
186,0,630,498,0.71,2
186,3,262,478,0.35,2
187,0,620,502,0.66,2
187,3,270,460,0.66,2
188,3,283,440,0.61,1
189,0,606,494,0.68,2
189,3,290,446,0.38,2
190,0,601,489,0.89,2
190,3,280,448,0.42,2
191,0,596,487,0.93,2
191,3,280,466,0.31,2
192,0,589,486,0.93,2
192,3,276,457,0.44,2
193,0,582,484,0.93,1
194,0,578,484,0.98,1
195,0,575,485,0.99,1
