5,0,389,379,0.32,1
7,0,382,418,0.6,1
8,0,378,452,0.81,1
9,0,388,470,0.91,1
10,0,382,442,0.84,1
11,0,400,492,0.69,1
12,0,408,464,0.67,1
13,0,422,470,0.74,1
14,0,412,473,0.77,3
14,1,436,430,0.61,3
14,2,718,512,0.85,3
15,1,416,424,0.66,2
15,2,718,516,0.84,2
16,0,407,458,0.7,2
16,2,725,516,0.92,2
17,0,404,444,0.76,2
17,2,715,496,0.89,2
18,0,414,448,0.75,2
18,2,725,514,0.87,2
19,0,407,445,0.68,2
19,2,729,519,0.9,2
20,0,408,434,0.76,2
20,2,723,488,0.76,2
21,0,413,454,0.8,3
21,1,404,550,0.34,3
21,2,730,490,0.82,3
22,0,414,449,0.78,2
22,2,730,491,0.92,2
23,0,416,438,0.73,2
23,2,721,490,0.96,2
24,0,424,420,0.68,2
24,2,718,490,0.92,2
25,0,423,426,0.72,3
25,1,390,632,0.3,3
25,2,706,493,0.85,3
26,0,414,448,0.83,2
26,2,696,502,0.89,2
27,0,412,468,0.83,2
27,2,686,488,0.91,2
28,0,406,440,0.7,3
28,1,378,634,0.4,3
28,2,658,515,0.91,3
29,0,396,422,0.79,2
29,2,659,490,0.89,2
30,0,397,416,0.66,2
30,2,654,486,0.95,2
31,0,392,458,0.73,2
31,2,646,490,0.82,2
32,0,398,403,0.62,2
32,2,638,468,0.6,2
33,0,396,460,0.72,2
33,2,637,485,0.85,2
34,0,396,472,0.65,3
34,1,394,561,0.36,3
34,2,636,484,0.89,3
35,0,396,462,0.81,3
35,1,386,592,0.31,3
35,2,620,485,0.79,3
36,0,388,479,0.65,2
36,2,625,489,0.89,2
37,0,408,436,0.56,2
37,2,624,485,0.88,2
38,0,414,480,0.67,3
38,1,436,429,0.38,3
38,2,624,486,0.95,3
39,0,418,480,0.4,2
39,2,620,464,0.69,2
40,0,428,476,0.68,3
40,1,460,420,0.33,3
40,2,615,480,0.77,3
41,0,436,460,0.47,3
41,1,534,478,0.31,3
41,2,606,484,0.68,3
42,0,453,466,0.71,3
42,1,532,478,0.5,3
42,2,594,508,0.81,3
43,0,456,466,0.71,2
43,2,605,480,0.68,2
44,0,462,470,0.85,2
44,2,606,532,0.83,2
45,0,470,470,0.93,3
45,1,555,478,0.67,3
45,2,590,532,0.84,3
46,0,510,490,0.72,2
46,2,574,530,0.85,2
47,0,502,464,0.72,2
47,2,559,530,0.65,2
48,0,511,462,0.64,1
49,0,508,455,0.43,1
50,0,524,459,0.88,2
50,2,508,550,0.4,2
51,0,527,470,0.66,1
52,1,562,464,0.66,1
53,0,514,495,0.37,3
53,1,578,496,0.75,3
53,2,441,484,0.57,3
54,0,532,473,0.48,3
54,1,596,516,0.76,3
54,2,440,475,0.64,3
55,0,524,477,0.36,3
55,1,610,480,0.74,3
55,2,435,478,0.83,3
56,0,515,472,0.41,3
56,1,626,479,0.87,3
56,2,428,469,0.85,3
57,1,634,460,0.87,2
57,2,440,470,0.78,2
58,1,659,454,0.92,2
58,2,423,470,0.82,2
59,1,666,438,0.84,2
59,2,419,468,0.84,2
60,1,673,422,0.61,2
60,2,426,470,0.75,2
61,2,418,474,0.82,1
62,2,410,472,0.68,1
63,1,721,476,0.61,2
63,2,392,470,0.75,2
64,1,736,478,0.72,2
64,2,375,476,0.88,2
65,1,740,475,0.54,2
65,2,374,471,0.94,2
66,1,748,488,0.72,2
66,2,360,480,0.92,2
67,1,756,488,0.86,2
67,2,357,462,0.9,2
68,1,760,488,0.79,2
68,2,331,484,0.88,2
69,1,767,492,0.73,2
69,2,338,450,0.89,2
70,1,774,498,0.84,2
70,2,346,472,0.97,2
71,1,778,496,0.69,2
71,2,350,458,0.95,2
72,1,782,466,0.53,2
72,2,338,460,0.96,2
73,1,786,470,0.65,2
73,2,352,460,0.92,2
74,1,789,496,0.79,2
74,2,362,450,0.89,2
75,1,788,492,0.85,2
75,2,356,448,0.79,2
76,1,787,500,0.83,2
76,2,382,464,0.82,2
77,1,796,464,0.86,2
77,2,398,474,0.82,2
78,1,795,500,0.89,2
78,2,415,448,0.56,2
79,1,796,488,0.61,2
79,2,444,471,0.54,2
80,1,794,489,0.7,2
80,2,458,480,0.49,2
81,1,795,482,0.77,2
81,2,458,499,0.41,2
82,1,796,482,0.62,2
